rand,1,0.2,5,1,2,5,3,0,0.9915,0.9918,1.0443,2,5000
rand,1,0.2,5,1,2,5,5,0,0.9915,0.9918,1.0443,2,5000
rand,1,0.2,5,1,2,10,3,0,1.3387,1.3387,1.3387,2,5000
rand,1,0.2,5,1,2,10,5,0,1.3387,1.3387,1.3387,2,5000
rand,1,0.2,10,1,2,5,3,0,0.5199,0.5199,0.8288,2,5000
rand,1,0.2,10,1,2,5,5,0,0.5199,0.5199,0.8288,2,5000
rand,1,0.2,10,1,2,10,3,0,0.7141,0.7142,0.8852,2,5000
rand,1,0.2,10,1,2,10,5,0,0.7141,0.7142,0.8852,2,5000
rand,1,0.2,20,1,2,5,3,0,0.265,0.265,0.8635,2,5000
rand,1,0.2,20,1,2,5,5,0,0.265,0.265,0.8635,2,5000
rand,1,0.2,20,1,2,10,3,0,0.365,0.365,0.8669,2,5000
rand,1,0.2,20,1,2,10,5,0,0.365,0.365,0.8669,2,5000
rand,1,0.5,5,1,2,5,3,0,0.8136,0.8143,1.0651,2,5000
rand,1,0.5,5,1,2,5,5,0,0.8136,0.8143,1.0651,2,5000
rand,1,0.5,5,1,2,10,3,0,1.0088,1.0093,1.112,2,5000
rand,1,0.5,5,1,2,10,5,0,1.0088,1.0093,1.112,2,5000
rand,1,0.5,10,1,2,5,3,0,0.4261,0.4274,1.0025,2,5000
rand,1,0.5,10,1,2,5,5,0,0.4261,0.4274,1.0025,2,5000
rand,1,0.5,10,1,2,10,3,0,0.5304,0.5304,1.0049,2,5000
rand,1,0.5,10,1,2,10,5,0,0.5304,0.5304,1.0049,2,5000
rand,1,0.5,20,1,2,5,3,0,0.2212,0.2215,1.001,2,5000
rand,1,0.5,20,1,2,5,5,0,0.2212,0.2215,1.001,2,5000
rand,1,0.5,20,1,2,10,3,0,0.2723,0.2723,1.001,2,5000
rand,1,0.5,20,1,2,10,5,0,0.2723,0.2723,1.001,2,5000
rand,2,0.2,5,1,2,5,3,0,1.6638,1.6638,1.832,2,5000
rand,2,0.2,5,1,2,5,5,0,1.6653,1.6653,1.8311,2,5000
rand,2,0.2,5,1,2,10,3,0,2.2859,2.2859,2.3093,2,5000
rand,2,0.2,5,1,2,10,5,0,2.2894,2.2894,2.312,2,5000
rand,2,0.2,10,1,2,5,3,0,0.9296,0.9296,1.5569,2,5000
rand,2,0.2,10,1,2,5,5,0,0.9293,0.9293,1.5568,2,5000
rand,2,0.2,10,1,2,10,3,0,1.2682,1.2682,1.6226,2,5000
rand,2,0.2,10,1,2,10,5,0,1.2679,1.2679,1.6221,2,5000
rand,2,0.2,20,1,2,5,3,0,0.5208,0.5208,1.7142,2,5000
rand,2,0.2,20,1,2,5,5,0,0.511,0.511,1.7145,2,5000
rand,2,0.2,20,1,2,10,3,0,0.7504,0.7504,1.7173,2,5000
rand,2,0.2,20,1,2,10,5,0,0.7412,0.7412,1.7169,2,5000
rand,2,0.5,5,1,2,5,3,0,1.3831,1.3831,2.0153,2,5000
rand,2,0.5,5,1,2,5,5,0,1.385,1.385,2.0162,2,5000
rand,2,0.5,5,1,2,10,3,0,1.6858,1.6858,2.0628,2,5000
rand,2,0.5,5,1,2,10,5,0,1.6916,1.6916,2.0617,2,5000
rand,2,0.5,10,1,2,5,3,0,0.7882,0.7882,1.9883,2,5000
rand,2,0.5,10,1,2,5,5,0,0.7986,0.7986,1.9885,2,5000
rand,2,0.5,10,1,2,10,3,0,0.9827,0.9827,1.9899,2,5000
rand,2,0.5,10,1,2,10,5,0,0.9854,0.9854,1.9898,2,5000
rand,2,0.5,20,1,2,5,3,0,0.4317,0.4317,1.9967,2,5000
rand,2,0.5,20,1,2,5,5,0,0.4415,0.4415,1.9968,2,5000
rand,2,0.5,20,1,2,10,3,0,0.5571,0.5571,1.9966,2,5000
rand,2,0.5,20,1,2,10,5,0,0.5524,0.5524,1.9967,2,5000
